Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
IJT,iShares S&P Small-Cap 600 Growth ETF,178.03,$5.64B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ijt
DVY,iShares Select Dividend ETF,95.59,$16.85B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dvy
SHV,iShares Short Treasury Bond ETF,110.37,$21.22B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/shv
IGSB,iShares Short-Term Corporate Bond ETF,52.06,$10.31B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/igsb
ISRL,"Isramco, Inc.",116.71,$317.18M,1983,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/isrl
ITI,"Iteris, Inc.",4.06,$134.98M,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/iti
ITRM,Iterum Therapeutics plc,6.26,$88.64M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/itrm
ITRI,"Itron, Inc.",56.21,$2.22B,1993,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/itri
ITRN,Ituran Location and Control Ltd.,33.74,$707.48M,2005,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/itrn
IVENC,Ivy NextShares,100.02,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivenc
IVFGC,Ivy NextShares,100.02,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivfgc
IVFVC,Ivy NextShares,100.02,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivfvc
IZEA,"IZEA Worldwide, Inc.",1.63,$19.68M,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/izea
JJSF,J & J Snack Foods Corp.,158.44,$2.98B,1986,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/jjsf
MAYS,"J. W. Mays, Inc.",39.501,$79.63M,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/mays
JBHT,"J.B. Hunt Transport Services, Inc.",108.64,$11.81B,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/jbht
JCOM,"j2 Global, Inc.",76.37,$3.76B,1999,Technology,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcom
JKHY,"Jack Henry & Associates, Inc.",135.61,$10.48B,1985,Technology,EDP Services,https://www.nasdaq.com/symbol/jkhy
JACK,Jack In The Box Inc.,80.61,$2.08B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/jack
JAGX,"Jaguar Health, Inc.",0.2549,$17.28M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jagx
JAKK,"JAKKS Pacific, Inc.",1.89,$55.13M,1996,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/jakk
JRVR,"James River Group Holdings, Ltd.",38.67,$1.16B,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/jrvr
JSML,Janus Henderson Small Cap Growth Alpha ETF,40.95,$8.27M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jsml
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,41.8053,$14.72M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jsmd
JASN,"Jason Industries, Inc.",1.395,$38.22M,2013,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/jasn
JASNW,"Jason Industries, Inc.",0.008,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/jasnw
JAZZ,Jazz Pharmaceuticals plc,128.68,$7.76B,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jazz
JD,"JD.com, Inc.",24.29,$35.14B,2014,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/jd
JSYN,Jensyn Acquistion Corp.,10.05,$20.16M,2016,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsyn
JSYNR,Jensyn Acquistion Corp.,0.13,n/a,2016,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsynr
JSYNU,Jensyn Acquistion Corp.,12.25,n/a,2016,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsynu
JSYNW,Jensyn Acquistion Corp.,0.07,n/a,2016,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsynw
JRSH,"Jerash Holdings (US), Inc.",6.82,$77.24M,2018,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/jrsh
JBLU,JetBlue Airways Corporation,18,$5.49B,2002,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/jblu
JCTCF,Jewett-Cameron Trading Company,7.15,$30.17M,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/jctcf
JMU,JMU Limited,0.76,$62.29M,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/jmu
JBSS,"John B. Sanfilippo & Son, Inc.",67.94,$773.62M,1991,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/jbss
JOUT,Johnson Outdoors Inc.,59.27,$592.64M,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/jout
JNCE,"Jounce Therapeutics, Inc.",4.7,$153.69M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/jnce
KALU,Kaiser Aluminum Corporation,102.05,$1.68B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/kalu
KALA,"Kala Pharmaceuticals, Inc.",6.24,$210.88M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kala
KALV,"KalVista Pharmaceuticals, Inc.",18.82,$324.19M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kalv
KMDA,Kamada Ltd.,5.18,$208.59M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kmda
KNDI,"Kandi Technologies Group, Inc.",5.45,$280.58M,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/kndi
KPTI,Karyopharm Therapeutics Inc.,8.99,$545.76M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kpti
KZIA,Kazia Therapeutics Limited,3.15,$15.25M,n/a,Capital Goods,Miscellaneous,https://www.nasdaq.com/symbol/kzia
KBLM,KBL Merger Corp. IV,10.24,$152.35M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblm
KBLMR,KBL Merger Corp. IV,0.2391,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmr
KBLMU,KBL Merger Corp. IV,10.56,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmu
KBLMW,KBL Merger Corp. IV,0.1239,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmw
KBSF,KBS Fashion Group Limited,3.82,$8.51M,2013,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/kbsf
KCAP,"KCAP Financial, Inc.",3.62,$135.12M,2006,n/a,n/a,https://www.nasdaq.com/symbol/kcap
KCAPL,"KCAP Financial, Inc.",24.99,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kcapl
KRNY,Kearny Financial,13.1,$1.23B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/krny
KELYA,"Kelly Services, Inc.",23,$893.94M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/kelya
KELYB,"Kelly Services, Inc.",22.01,$855.46M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/kelyb
KMPH,"KemPharm, Inc.",2.8,$74.07M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kmph
KFFB,Kentucky First Federal Bancorp,7.4648,$62.62M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/kffb
KEQU,Kewaunee Scientific Corporation,32.28,$88.59M,n/a,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/kequ
KTCC,Key Tronic Corporation,7.06,$75.96M,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ktcc
KZR,"Kezar Life Sciences, Inc.",18.14,$346.62M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kzr
KFRC,"Kforce, Inc.",33.22,$865.89M,1995,Technology,Professional Services,https://www.nasdaq.com/symbol/kfrc
KE,"Kimball Electronics, Inc.",16.25,$427.11M,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/ke
KBAL,"Kimball International, Inc.",14.58,$538.3M,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/kbal
KIN,"Kindred Biosciences, Inc.",9.97,$386.79M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kin
KGJI,Kingold Jewelry Inc.,0.7549,$49.91M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/kgji
KINS,"Kingstone Companies, Inc",16.56,$177.91M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kins
KNSA,"Kiniksa Pharmaceuticals, Ltd.",17.09,$845.38M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/knsa
KNSL,"Kinsale Capital Group, Inc.",58.93,$1.25B,2016,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/knsl
KIRK,"Kirkland&#39;s, Inc.",10.45,$155.27M,2002,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/kirk
KTOV,Kitov Pharma Ltd.,1.17,$22.74M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ktov
KTOVW,Kitov Pharma Ltd.,0.25,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ktovw
KLAC,KLA-Tencor Corporation,107.03,$16.2B,1980,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/klac
KLXE,"KLX Energy Services Holdings, Inc. ",28,$626.14M,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/klxe
KOD,Kodiak Sciences Inc,7.5,$276.22M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/kod
KONA,"Kona Grill, Inc.",1.15,$15.25M,2005,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/kona
KOPN,Kopin Corporation,1.38,$100.93M,1992,Technology,Semiconductors,https://www.nasdaq.com/symbol/kopn
KRNT,Kornit Digital Ltd.,19.6,$686.04M,2015,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/krnt
KOSS,Koss Corporation,1.88,$13.92M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/koss
KWEB,KraneShares Trust KraneShares CSI China Internet ETF,43.81,$148.95M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kweb
KTOS,"Kratos Defense & Security Solutions, Inc.",15.88,$1.65B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/ktos
KRYS,"Krystal Biotech, Inc.",23.46,$338.5M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/krys
KLIC,"Kulicke and Soffa Industries, Inc.",21.86,$1.47B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/klic
KURA,"Kura Oncology, Inc.",15.79,$600.6M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kura
KVHI,"KVH Industries, Inc.",11.24,$199.37M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/kvhi
FSTR,L.B. Foster Company,17.96,$189.71M,n/a,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/fstr
LJPC,La Jolla Pharmaceutical Company,6.33,$166.06M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ljpc
LSBK,"Lake Shore Bancorp, Inc.",15.8899,$95.66M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/lsbk
LBAI,"Lakeland Bancorp, Inc.",15.85,$797.03M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lbai
LKFN,Lakeland Financial Corporation,45.74,$1.15B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lkfn
LAKE,"Lakeland Industries, Inc.",11.04,$89.64M,1986,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/lake
LRCX,Lam Research Corporation,173.16,$26.42B,1984,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lrcx
LAMR,Lamar Advertising Company,74.9,$7.45B,1996,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lamr
LANC,Lancaster Colony Corporation,155.65,$4.28B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lanc
LNDC,Landec Corporation,12.64,$368.71M,1996,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lndc
LARK,Landmark Bancorp Inc.,23.49,$102.7M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lark
LMRK,Landmark Infrastructure Partners LP,14.3,$361.3M,2014,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrk
LMRKN,Landmark Infrastructure Partners LP,24.6,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkn
LMRKO,Landmark Infrastructure Partners LP,24.39,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrko
LMRKP,Landmark Infrastructure Partners LP,24.4412,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkp
LE,"Lands&#39; End, Inc.",17.91,$576.91M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/le
LSTR,"Landstar System, Inc.",104.53,$4.19B,1993,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/lstr
LNTH,"Lantheus Holdings, Inc.",17.13,$658.91M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/lnth
LTRX,"Lantronix, Inc.",2.59,$57.53M,2000,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ltrx
LSCC,Lattice Semiconductor Corporation,7.81,$1.01B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/lscc
LAUR,"Laureate Education, Inc.",15.86,$3.55B,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/laur
LAWS,"Lawson Products, Inc.",29.51,$263.22M,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/laws
LAZY,"Lazydays Holdings, Inc.",6.15,$52.1M,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/lazy
LCNB,LCNB Corporation,17,$226.02M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lcnb
LPTX,"LEAP THERAPEUTICS, INC.",1.39,$20.44M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lptx
LEGH,Legacy Housing Corporation,13.81,$331.44M,2018,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/legh
LGCY,Legacy Reserves Inc.,1.61,$176.5M,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lgcy
LTXB,"LegacyTexas Financial Group, Inc.",41.05,$1.99B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ltxb
DDBI,Legg Mason Developed EX-US Diversified Core ETF,26.98,$10.79M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ddbi
EDBI,Legg Mason Emerging Markets Diversified Core ETF,29.51,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/edbi
INFR,Legg Mason Global Infrastructure ETF,28.52,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/infr
LVHD,Legg Mason Low Volatility High Dividend ETF,30.75,$624.22M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lvhd
SQLV,Legg Mason Small-Cap Quality Value ETF,26.97,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sqlv
UDBI,Legg Mason US Diversified Core ETF,29.18,$3.03M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/udbi
LACQ,Leisure Acquisition Corp.,9.93,$248.25M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacq
LACQU,Leisure Acquisition Corp.,10.23,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqu
LACQW,Leisure Acquisition Corp.,0.7,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqw
LMAT,"LeMaitre Vascular, Inc.",24.29,$475.65M,2006,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmat
TREE,"LendingTree, Inc.",306.81,$3.94B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/tree
LEVL,"Level One Bancorp, Inc.",24.07,$186.55M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/levl
LXRX,"Lexicon Pharmaceuticals, Inc.",5.05,$534.92M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lxrx
LX,LexinFintech Holdings Ltd.,10.11,$1.66B,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lx
LFAC,LF Capital Acquistion Corp.,9.9249,$192.61M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfac
LFACU,LF Capital Acquistion Corp.,10.2,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfacu
LFACW,LF Capital Acquistion Corp.,0.35,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfacw
LGIH,"LGI Homes, Inc.",59.93,$1.36B,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/lgih
LHCG,LHC Group,110.92,$3.48B,2005,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/lhcg
LLIT,Lianluo Smart Limited,1.35,$23.77M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/llit
LBRDA,Liberty Broadband Corporation,86.99,$15.78B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrda
LBRDK,Liberty Broadband Corporation,87.06,$15.79B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrdk
LEXEA,"Liberty Expedia Holdings, Inc.",43.71,$2.51B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lexea
LEXEB,"Liberty Expedia Holdings, Inc.",40.17,$2.3B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lexeb
LBTYA,Liberty Global plc,25.85,$19.49B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtya
LBTYB,Liberty Global plc,22.1703,$16.71B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyb
LBTYK,Liberty Global plc,24.88,$18.76B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyk
LILA,Liberty Latin America Ltd.,18.19,$3.29B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lila
LILAK,Liberty Latin America Ltd.,18.27,$3.31B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lilak
BATRA,Liberty Media Corporation,27.64,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batra
BATRK,Liberty Media Corporation,27.56,$1.4B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batrk
FWONA,Liberty Media Corporation,31.26,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwona
FWONK,Liberty Media Corporation,31.92,$7.37B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwonk
LSXMA,Liberty Media Corporation,40.85,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxma
LSXMB,Liberty Media Corporation,40.8935,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmb
LSXMK,Liberty Media Corporation,40.91,$13.4B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmk
LTRPA,"Liberty TripAdvisor Holdings, Inc.",16.66,$1.25B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpa
LTRPB,"Liberty TripAdvisor Holdings, Inc.",17.0979,$1.28B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpb
LCUT,"Lifetime Brands, Inc.",9.71,$201.6M,1991,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lcut
LFVN,Lifevantage Corporation,14.95,$210.83M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lfvn
LWAY,"Lifeway Foods, Inc.",2.55,$40.39M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lway
LGND,Ligand Pharmaceuticals Incorporated,121.19,$2.58B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lgnd
LTBR,Lightbridge Corporation,0.65,$20.27M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ltbr
LPTH,"LightPath Technologies, Inc.",1.69,$43.58M,1996,Technology,Semiconductors,https://www.nasdaq.com/symbol/lpth
LLEX,"Lilis Energy, Inc.",2.17,$156.17M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/llex
LMB,"Limbach Holdings, Inc.",5.74,$43.57M,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/lmb
LLNW,"Limelight Networks, Inc.",3.1,$354.16M,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/llnw
LMST,"Limestone Bancorp, Inc.",14.5251,$126.12M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lmst
LMNR,Limoneira Co,22.63,$402.02M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/lmnr
LINC,Lincoln Educational Services Corporation,3,$73.93M,2005,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/linc
LECO,"Lincoln Electric Holdings, Inc.",87.93,$5.67B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/leco
LIND,Lindblad Expeditions Holdings Inc. ,12.28,$562.61M,2013,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lind
LINDW,Lindblad Expeditions Holdings Inc. ,2.54,n/a,2013,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lindw
LPCN,Lipocine Inc.,1.58,$33.91M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lpcn
YVR,Liquid Media Group Ltd.,2.2,$8.79M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/yvr
LQDA,"Liquidia Technologies, Inc.",13.75,$212.83M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/lqda
LQDT,"Liquidity Services, Inc.",8.27,$274.51M,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lqdt
LFUS,"Littelfuse, Inc.",182.08,$4.58B,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/lfus
LIVN,LivaNova PLC,90.33,$4.4B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/livn
LOB,"Live Oak Bancshares, Inc.",15.26,$612.64M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/lob
LIVE,Live Ventures Incorporated,7.599,$14.78M,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/live
LPSN,"LivePerson, Inc.",24.59,$1.56B,2000,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/lpsn
LIVX,"LiveXLive Media, Inc.",5.21,$270.88M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/livx
LKQ,LKQ Corporation,27.17,$8.65B,n/a,Consumer Services,Motor Vehicles,https://www.nasdaq.com/symbol/lkq
LMFA,"LM Funding America, Inc.",1.47,$3.38M,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfa
LMFAW,"LM Funding America, Inc.",0.05,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfaw
LOGC,"LogicBio Therapeutics, Inc.",8.52,$188.94M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/logc
LOGI,Logitech International S.A.,35.94,$5.96B,1997,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/logi
LOGM,"LogMein, Inc.",93.78,$4.8B,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/logm
CNCR,Loncar Cancer Immunotherapy ETF,20.9783,$41.96M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cncr
CHNA,Loncar China BioPharma ETF,21.15,$2.12M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/chna
LONE,Lonestar Resources US Inc.,5.38,$132.55M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lone
LOAC,Longevity Acquisition Corporation,9.93,$52.33M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loac
LOACR,Longevity Acquisition Corporation,0.28,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacr
LOACU,Longevity Acquisition Corporation,10.26,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacu
LOACW,Longevity Acquisition Corporation,0.13,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacw
LOOP,"Loop Industries, Inc.",9.52,$321.83M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/loop
LORL,"Loral Space and Communications, Inc.",37.5,$1.16B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lorl
LOXO,"Loxo Oncology, Inc.",234.44,$7.21B,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/loxo
LPLA,LPL Financial Holdings Inc.,76.06,$6.47B,2010,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/lpla
LRAD,LRAD Corporation,2.65,$86.42M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/lrad
LYTS,LSI Industries Inc.,3.2,$83.28M,1985,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/lyts
LULU,lululemon athletica inc.,146.64,$19.42B,2007,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/lulu
LITE,Lumentum Holdings Inc.,49.64,$3.82B,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/lite
LMNX,Luminex Corporation,28.15,$1.25B,2000,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmnx
LUNA,Luna Innovations Incorporated,3.3213,$92.79M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/luna
LKCO,Luokung Technology Corp,11.3,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/lkco
LBC,Luther Burbank Corporation,9.72,$548M,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/lbc
MBTF,M B T Financial Corp,10.28,$236.7M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbtf
MCBC,Macatawa Bank Corporation,10.31,$351.01M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mcbc
MFNC,Mackinac Financial Corporation,15.57,$166.8M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mfnc
MTSI,"MACOM Technology Solutions Holdings, Inc.",18.91,$1.24B,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/mtsi
MGNX,"MacroGenics, Inc.",11.35,$479.64M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgnx
